,amount,buy_or_sell,date,liquidity_curve_susd,liquidity_curvefi,liquidity_kyber,liquidity_mstable,liquidity_oasis,liquidity_uniswap,liquidity_uniswap_v2,liquidity_zero_x,price,time
2784,10000,buy,2020-08-13,55.0,25.0,,,,,,20.0,1.020774382928856,12:17:58.694108
2785,25000,buy,2020-08-13,68.0,24.0,,,,,,8.0,1.020919496419576,12:17:59.530504
2786,50000,buy,2020-08-13,72.0,24.0,,,,,,4.0,1.0210005230961012,12:18:00.308770
2787,100000,buy,2020-08-13,74.0,24.0,,,,,,2.0,1.0211026192645163,12:18:01.052688
2788,200000,buy,2020-08-13,76.0,23.0,,,,,,1.0,1.021278231287362,12:18:02.402851
2789,500000,buy,2020-08-13,76.0,23.0,,,,,,1.0,1.0218048792123917,12:18:04.242311
2790,1000000,buy,2020-08-13,76.0,23.0,,,,,,1.0,1.0226972760380946,12:18:05.574938
2791,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.023641867049661,12:18:06.356854
2792,10000,sell,2020-08-13,75.0,16.0,,,,4.0,5.0,,1.02030253348414,12:18:07.394864
2793,25000,sell,2020-08-13,68.0,18.0,,,,2.0,2.0,10.0,1.0201804038614826,12:18:08.150683
2794,50000,sell,2020-08-13,72.0,21.0,,,,1.0,1.0,5.0,1.0201087146082455,12:18:09.568554
2795,100000,sell,2020-08-13,75.0,22.0,,,,,,3.0,1.01999132061426,12:18:10.324312
2796,200000,sell,2020-08-13,72.0,22.0,,,,,,6.0,1.0198394891779892,12:18:10.907127
2797,500000,sell,2020-08-13,73.0,23.0,,,,,,4.0,1.0193889015650648,12:18:12.372657
2798,1000000,sell,2020-08-13,73.0,23.0,,,,,,4.0,1.0186675476617335,12:18:13.809196
2799,1500000,sell,2020-08-13,74.0,23.0,,,,,,3.0,1.017980220220449,12:18:14.516968
2800,10000,buy,2020-08-13,52.0,38.0,,,,,,10.0,1.0208308829704538,12:19:16.037710
2801,25000,buy,2020-08-13,67.0,29.0,,,,,,4.0,1.0209529101297563,12:19:16.881854
2802,50000,buy,2020-08-13,72.0,26.0,,,,,,2.0,1.0210262682734157,12:19:17.916900
2803,100000,buy,2020-08-13,74.0,25.0,,,,,,1.0,1.0211245730843754,12:19:18.667330
2804,200000,buy,2020-08-13,75.0,24.0,,,,,,1.0,1.0213066914213376,12:19:19.610183
2805,500000,buy,2020-08-13,76.0,24.0,,,,,,,1.0218204432197542,12:19:20.829328
2806,1000000,buy,2020-08-13,76.0,23.0,,,,,,1.0,1.0227184413685435,12:19:22.290301
2807,1500000,buy,2020-08-13,75.0,23.0,,,,,,2.0,1.0236621220898627,12:19:22.989038
2808,10000,sell,2020-08-13,87.0,5.0,,,,4.0,4.0,,1.020272690184954,12:19:23.694963
2809,25000,sell,2020-08-13,73.0,14.0,,,,2.0,1.0,10.0,1.0201737300805547,12:19:24.523980
2810,50000,sell,2020-08-13,74.0,19.0,,,,1.0,1.0,5.0,1.0201118504799025,12:19:25.956098
2811,100000,sell,2020-08-13,76.0,21.0,,,,,,3.0,1.0200054222957202,12:19:27.283066
2812,200000,sell,2020-08-13,75.0,22.0,,,,,,3.0,1.0198461464300028,12:19:28.056758
2813,500000,sell,2020-08-13,74.0,23.0,,,,,,3.0,1.0193858777855473,12:19:29.354034
2814,1000000,sell,2020-08-13,74.0,23.0,,,,,,3.0,1.018661606521707,12:19:30.305006
2815,1500000,sell,2020-08-13,74.0,24.0,,,,,,2.0,1.0179662193837429,12:19:31.041345
2816,10000,buy,2020-08-13,1.0,79.0,,,,,,20.0,1.0207986533722557,12:20:32.478772
2817,25000,buy,2020-08-13,46.0,46.0,,,,,,8.0,1.0209723201702319,12:20:33.209339
2818,50000,buy,2020-08-13,61.0,35.0,,,,,,4.0,1.021063016565054,12:20:34.315685
2819,100000,buy,2020-08-13,69.0,29.0,,,,,,2.0,1.0211702023445997,12:20:35.665848
2820,200000,buy,2020-08-13,73.0,26.0,,,,,,1.0,1.02134892353424,12:20:37.094551
2821,500000,buy,2020-08-13,75.0,24.0,,,,,,1.0,1.021878888175404,12:20:38.337521
2822,1000000,buy,2020-08-13,76.0,23.0,,,,,,1.0,1.0227758586540754,12:20:39.635675
2823,1500000,buy,2020-08-13,75.0,23.0,,,,,,2.0,1.023723485641805,12:20:40.286768
2824,10000,sell,2020-08-13,93.0,,,,,4.0,3.0,,1.0203424134522863,12:20:41.725206
2825,25000,sell,2020-08-13,97.0,,,,,2.0,1.0,,1.0202390541835242,12:20:43.029670
2826,50000,sell,2020-08-13,83.0,10.0,,,,1.0,1.0,5.0,1.0201705368189826,12:20:43.728986
2827,100000,sell,2020-08-13,80.0,17.0,,,,,1.0,2.0,1.0200663375938588,12:20:44.643528
2828,200000,sell,2020-08-13,77.0,20.0,,,,,1.0,2.0,1.0199052011012244,12:20:45.989763
2829,500000,sell,2020-08-13,74.0,21.0,,,,,1.0,4.0,1.0194507925988714,12:20:47.276206
2830,1000000,sell,2020-08-13,73.0,22.0,,,,,1.0,4.0,1.0187294086035925,12:20:48.414691
2831,1500000,sell,2020-08-13,73.0,23.0,,,,,1.0,3.0,1.0180258970931635,12:20:49.167058
2832,10000,buy,2020-08-13,11.0,69.0,,,,,,20.0,1.0208128614413856,12:21:49.969866
2833,25000,buy,2020-08-13,50.0,42.0,,,,,,8.0,1.0209809506739096,12:21:50.675830
2834,50000,buy,2020-08-13,63.0,33.0,,,,,,4.0,1.021069793179846,12:21:52.000920
2835,100000,buy,2020-08-13,70.0,28.0,,,,,,2.0,1.0211760619061123,12:21:53.472237
2836,200000,buy,2020-08-13,73.0,26.0,,,,,,1.0,1.0213543683271533,12:21:54.892482
2837,500000,buy,2020-08-13,75.0,24.0,,,,,,1.0,1.02188407615279,12:21:55.961079
2838,1000000,buy,2020-08-13,76.0,23.0,,,,,,1.0,1.0227810528400778,12:21:56.522217
2839,1500000,buy,2020-08-13,75.0,23.0,,,,,,2.0,1.023728894623837,12:21:57.297522
2840,10000,sell,2020-08-13,93.0,,,,,4.0,3.0,,1.0203429222843774,12:21:58.607326
2841,25000,sell,2020-08-13,94.0,3.0,,,,2.0,1.0,,1.020239787899764,12:21:59.908484
2842,50000,sell,2020-08-13,81.0,12.0,,,,1.0,1.0,5.0,1.0201730596552052,12:22:01.336705
2843,100000,sell,2020-08-13,80.0,18.0,,,,,,2.0,1.0200668389335277,12:22:02.038329
2844,200000,sell,2020-08-13,77.0,21.0,,,,,,2.0,1.0199058743762381,12:22:02.923012
2845,500000,sell,2020-08-13,74.0,22.0,,,,,,4.0,1.0194514440878848,12:22:03.730742
2846,1000000,sell,2020-08-13,74.0,22.0,,,,,,4.0,1.0187304489788491,12:22:04.631196
2847,1500000,sell,2020-08-13,74.0,23.0,,,,,,3.0,1.0180284027824378,12:22:05.454437
2848,10000,buy,2020-08-13,,80.0,,,,,,20.0,1.0208139237354728,12:23:06.458898
2849,25000,buy,2020-08-13,18.0,74.0,,,,,,8.0,1.0210311086411563,12:23:07.888402
2850,50000,buy,2020-08-13,47.0,49.0,,,,,,4.0,1.0211511570227403,12:23:09.429025
2851,100000,buy,2020-08-13,62.0,36.0,,,,,,2.0,1.0212735066943455,12:23:10.502187
2852,200000,buy,2020-08-13,69.0,30.0,,,,,,1.0,1.0214608254506536,12:23:11.307931
2853,500000,buy,2020-08-13,73.0,26.0,,,,,,1.0,1.0219985113415282,12:23:12.265624
2854,1000000,buy,2020-08-13,74.0,24.0,,,,,1.0,1.0,1.0229034930647685,12:23:13.608192
2855,1500000,buy,2020-08-13,74.0,23.0,,,,,1.0,2.0,1.0238519383882292,12:23:14.505906
2856,10000,sell,2020-08-13,93.0,,,,,4.0,3.0,,1.0204786355336923,12:23:15.483593
2857,25000,sell,2020-08-13,97.0,,,,,2.0,1.0,,1.0203808298954609,12:23:16.928131
2858,50000,sell,2020-08-13,98.0,,,,,1.0,1.0,,1.0203054652314045,12:23:18.223714
2859,100000,sell,2020-08-13,89.0,11.0,,,,,,,1.0201859583553676,12:23:19.079441
2860,200000,sell,2020-08-13,82.0,17.0,,,,,,1.0,1.0200140875707506,12:23:19.842197
2861,500000,sell,2020-08-13,77.0,20.0,,,,,,3.0,1.0195358328087099,12:23:21.064806
2862,1000000,sell,2020-08-13,75.0,22.0,,,,,,3.0,1.0188090502855744,12:23:21.844556
2863,1500000,sell,2020-08-13,75.0,23.0,,,,,,2.0,1.0181091285769217,12:23:23.175128
2864,10000,buy,2020-08-13,,80.0,,,,,,20.0,1.0207586363390186,12:24:24.520098
2865,25000,buy,2020-08-13,26.0,66.0,,,,,,8.0,1.020959747528641,12:24:25.405958
2866,50000,buy,2020-08-13,51.0,45.0,,,,,,4.0,1.021067489688564,12:24:26.777250
2867,100000,buy,2020-08-13,64.0,34.0,,,,,,2.0,1.0211833097229017,12:24:27.544176
2868,200000,buy,2020-08-13,70.0,29.0,,,,,,1.0,1.0213665466628312,12:24:28.186773
2869,500000,buy,2020-08-13,74.0,25.0,,,,,,1.0,1.021899699960734,12:24:29.076250
2870,1000000,buy,2020-08-13,75.0,24.0,,,,,,1.0,1.0227987432780825,12:24:29.927011
2871,1500000,buy,2020-08-13,74.0,23.0,,,,,1.0,2.0,1.0237466878214738,12:24:31.390226
2872,10000,sell,2020-08-13,96.0,,,,,4.0,,,1.0203373416663595,12:24:32.708981
2873,25000,sell,2020-08-13,98.0,,,,,2.0,,,1.0202643508026545,12:24:33.508060
2874,50000,sell,2020-08-13,98.0,1.0,,,,1.0,,,1.0201969059517522,12:24:34.283590
2875,100000,sell,2020-08-13,87.0,13.0,,,,,,,1.0200878268215423,12:24:35.310034
2876,200000,sell,2020-08-13,81.0,18.0,,,,,,1.0,1.0199199322940673,12:24:36.559972
2877,500000,sell,2020-08-13,76.0,21.0,,,,,,3.0,1.0194475561139682,12:24:37.895682
2878,1000000,sell,2020-08-13,75.0,22.0,,,,,,3.0,1.0187255128787485,12:24:39.251265
2879,1500000,sell,2020-08-13,75.0,23.0,,,,,,2.0,1.0180290578853164,12:24:39.946974
2880,10000,buy,2020-08-13,,79.0,,,,,1.0,20.0,1.0207514112576,12:25:40.709062
2881,25000,buy,2020-08-13,22.0,67.0,,,,,3.0,8.0,1.020952699877924,12:25:41.972029
2882,50000,buy,2020-08-13,49.0,45.0,,,,,2.0,4.0,1.0210625351655223,12:25:43.245777
2883,100000,buy,2020-08-13,63.0,34.0,,,,,1.0,2.0,1.0211787398667187,12:25:44.427044
2884,200000,buy,2020-08-13,69.0,29.0,,,,,1.0,1.0,1.0213616522938878,12:25:45.243202
2885,500000,buy,2020-08-13,73.0,25.0,,,,,1.0,1.0,1.0218929599054385,12:25:46.059249
2886,1000000,buy,2020-08-13,74.0,24.0,,,,,1.0,1.0,1.0227874968220996,12:25:46.670072
2887,1500000,buy,2020-08-13,74.0,23.0,,,,,1.0,2.0,1.0237265604499268,12:25:47.468701
2888,10000,sell,2020-08-13,100.0,,,,,,,,1.0202635737419965,12:25:48.255236
2889,25000,sell,2020-08-13,100.0,,,,,,,,1.0202309464463388,12:25:49.025865
2890,50000,sell,2020-08-13,98.0,2.0,,,,,,,1.0201768604071868,12:25:50.451847
2891,100000,sell,2020-08-13,86.0,12.0,,,,,,2.0,1.0200840891499414,12:25:51.270018
2892,200000,sell,2020-08-13,80.0,18.0,,,,,,2.0,1.0199197660688082,12:25:52.686945
2893,500000,sell,2020-08-13,75.0,21.0,,,,,,4.0,1.01944923529993,12:25:53.350468
2894,1000000,sell,2020-08-13,74.0,22.0,,,,,,4.0,1.0187342294973054,12:25:54.581822
2895,1500000,sell,2020-08-13,74.0,23.0,,,,,,3.0,1.0180359918430961,12:25:56.192901
2896,10000,buy,2020-08-13,,78.0,,,,,2.0,20.0,1.0207403148231906,12:26:57.018949
2897,25000,buy,2020-08-13,22.0,69.0,,,,,1.0,8.0,1.0209524316154228,12:26:57.806972
2898,50000,buy,2020-08-13,50.0,46.0,,,,,,4.0,1.0210696149927534,12:26:59.170928
2899,100000,buy,2020-08-13,63.0,35.0,,,,,,2.0,1.021186825023282,12:26:59.983778
2900,200000,buy,2020-08-13,70.0,29.0,,,,,,1.0,1.0213707405979482,12:27:01.439879
2901,500000,buy,2020-08-13,74.0,25.0,,,,,,1.0,1.0219043323832049,12:27:03.700774
2902,1000000,buy,2020-08-13,75.0,24.0,,,,,,1.0,1.0228034618015345,12:27:04.497120
2903,1500000,buy,2020-08-13,74.0,23.0,,,,,1.0,2.0,1.0237526547117868,12:27:05.592793
2904,10000,sell,2020-08-13,99.0,,,,,1.0,,,1.0202770467200648,12:27:06.343770
2905,25000,sell,2020-08-13,100.0,,,,,,,,1.0202431075843834,12:27:07.501143
2906,50000,sell,2020-08-13,100.0,,,,,,,,1.020188888124406,12:27:08.246039
2907,100000,sell,2020-08-13,88.0,12.0,,,,,,,1.0200939979076502,12:27:09.527509
2908,200000,sell,2020-08-13,82.0,17.0,,,,,,1.0,1.0199253629458138,12:27:10.283911
2909,500000,sell,2020-08-13,76.0,21.0,,,,,,3.0,1.019452501352967,12:27:11.166451
2910,1000000,sell,2020-08-13,75.0,22.0,,,,,,3.0,1.0187303448135272,12:27:12.537028
2911,1500000,sell,2020-08-13,75.0,23.0,,,,,,2.0,1.0180338506120001,12:27:13.773377
2912,10000,buy,2020-08-13,,78.0,,,,,2.0,20.0,1.0207722997797726,12:28:14.726852
2913,25000,buy,2020-08-13,32.0,59.0,,,,,1.0,8.0,1.0209782993027976,12:28:16.095413
2914,50000,buy,2020-08-13,55.0,41.0,,,,,,4.0,1.021086851696511,12:28:17.349012
2915,100000,buy,2020-08-13,66.0,32.0,,,,,,2.0,1.0211997156139405,12:28:18.076778
2916,200000,buy,2020-08-13,71.0,28.0,,,,,,1.0,1.0213814791533211,12:28:19.245405
2917,500000,buy,2020-08-13,74.0,25.0,,,,,,1.0,1.0219137663289004,12:28:20.516999
2918,1000000,buy,2020-08-13,75.0,24.0,,,,,,1.0,1.0228127842353285,12:28:21.240766
2919,1500000,buy,2020-08-13,75.0,23.0,,,,,,2.0,1.0237620938031535,12:28:22.736287
2920,10000,sell,2020-08-13,99.0,,,,,1.0,,,1.0202755081005885,12:28:23.433063
2921,25000,sell,2020-08-13,100.0,,,,,,,,1.020241556067788,12:28:24.288789
2922,50000,sell,2020-08-13,95.0,5.0,,,,,,,1.0201884442132216,12:28:25.525393
2923,100000,sell,2020-08-13,86.0,14.0,,,,,,,1.020097971107636,12:28:26.765996
2924,200000,sell,2020-08-13,80.0,18.0,,,,,,2.0,1.0199321763099005,12:28:27.536749
2925,500000,sell,2020-08-13,76.0,21.0,,,,,,3.0,1.0194693112861295,12:28:28.812340
2926,1000000,sell,2020-08-13,74.0,22.0,,,,,,4.0,1.0187545087191114,12:28:30.170905
2927,1500000,sell,2020-08-13,74.0,23.0,,,,,,3.0,1.0180538447265906,12:28:31.423503
2928,10000,buy,2020-08-13,78.0,,,,,,2.0,20.0,1.0208830462726957,12:29:32.871595
2929,25000,buy,2020-08-13,91.0,,,,,,1.0,8.0,1.0210649908665632,12:29:33.982667
2930,50000,buy,2020-08-13,87.0,9.0,,,,,,4.0,1.0211690128665978,12:29:35.092763
2931,100000,buy,2020-08-13,82.0,16.0,,,,,,2.0,1.0212798289413725,12:29:36.490656
2932,200000,buy,2020-08-13,79.0,20.0,,,,,,1.0,1.0214609553148635,12:29:37.745959
2933,500000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.0219935836755116,12:29:39.054671
2934,1000000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.022894799159406,12:29:39.773299
2935,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.0238457938739824,12:29:40.585414
2936,10000,sell,2020-08-13,9.0,91.0,,,,,,,1.0203584853411933,12:29:41.977392
2937,25000,sell,2020-08-13,49.0,51.0,,,,,,,1.020308057685979,12:29:42.696369
2938,50000,sell,2020-08-13,63.0,37.0,,,,,,,1.0202580164878865,12:29:44.000053
2939,100000,sell,2020-08-13,70.0,30.0,,,,,,,1.02017104246655,12:29:44.839184
2940,200000,sell,2020-08-13,72.0,27.0,,,,,,1.0,1.020005186738602,12:29:45.415136
2941,500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.0195358786416762,12:29:46.762833
2942,1000000,sell,2020-08-13,72.0,24.0,,,,,,4.0,1.0188189914822676,12:29:48.236951
2943,1500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.0181174611165027,12:29:49.521260
2944,10000,buy,2020-08-13,78.0,,,,,,2.0,20.0,1.0208804791419173,12:30:50.965520
2945,25000,buy,2020-08-13,91.0,,,,,,1.0,8.0,1.0210619904751899,12:30:52.241251
2946,50000,buy,2020-08-13,88.0,8.0,,,,,,4.0,1.021166118991248,12:30:53.003910
2947,100000,buy,2020-08-13,82.0,16.0,,,,,,2.0,1.0212770774429136,12:30:53.776724
2948,200000,buy,2020-08-13,79.0,20.0,,,,,,1.0,1.02145827500128,12:30:54.528452
2949,500000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.0219909050904175,12:30:56.205269
2950,1000000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.02289201188222,12:30:57.475240
2951,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.023842932388144,12:30:58.220588
2952,10000,sell,2020-08-13,7.0,93.0,,,,,,,1.0203580408586572,12:30:59.719529
2953,25000,sell,2020-08-13,49.0,51.0,,,,,,,1.020306350217094,12:31:01.243342
2954,50000,sell,2020-08-13,63.0,37.0,,,,,,,1.0202558806736988,12:31:02.605026
2955,100000,sell,2020-08-13,69.0,31.0,,,,,,,1.0201687049136512,12:31:03.793990
2956,200000,sell,2020-08-13,72.0,27.0,,,,,,1.0,1.0200028033305613,12:31:05.395814
2957,500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.0195335226321813,12:31:06.175106
2958,1000000,sell,2020-08-13,72.0,24.0,,,,,,4.0,1.018816748966891,12:31:07.228302
2959,1500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.0181152708004653,12:31:08.540511
2960,10000,buy,2020-08-13,88.0,,,,,,2.0,10.0,1.021054028463024,12:32:10.049833
2961,25000,buy,2020-08-13,95.0,,,,,,1.0,4.0,1.0211312695515853,12:32:10.856875
2962,50000,buy,2020-08-13,90.0,8.0,,,,,,2.0,1.0212006547300891,12:32:11.739848
2963,100000,buy,2020-08-13,83.0,16.0,,,,,,1.0,1.0212942549745725,12:32:13.100858
2964,200000,buy,2020-08-13,80.0,20.0,,,,,,,1.0214731301225302,12:32:14.432879
2965,500000,buy,2020-08-13,78.0,22.0,,,,,,,1.0219893935402153,12:32:15.620804
2966,1000000,buy,2020-08-13,78.0,22.0,,,,,,,1.0228960451570894,12:32:16.893027
2967,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.0238459662613926,12:32:17.582033
2968,10000,sell,2020-08-13,5.0,95.0,,,,,,,1.0203577775553134,12:32:18.904593
2969,25000,sell,2020-08-13,48.0,52.0,,,,,,,1.020304283599746,12:32:19.954895
2970,50000,sell,2020-08-13,62.0,38.0,,,,,,,1.0202532225729908,12:32:20.691976
2971,100000,sell,2020-08-13,69.0,31.0,,,,,,,1.0201657604856242,12:32:21.952352
2972,200000,sell,2020-08-13,72.0,27.0,,,,,,1.0,1.0199997322407206,12:32:22.665165
2973,500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.019528452171541,12:32:24.033189
2974,1000000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.0187999042512648,12:32:24.699118
2975,1500000,sell,2020-08-13,74.0,24.0,,,,,,2.0,1.018103252910925,12:32:25.461951
2976,10000,buy,2020-08-13,78.0,,,,,,2.0,20.0,1.0208771381968196,12:33:26.795304
2977,25000,buy,2020-08-13,91.0,,,,,,1.0,8.0,1.0210580888963394,12:33:28.099888
2978,50000,buy,2020-08-13,88.0,8.0,,,,,,4.0,1.0211623415752282,12:33:29.650390
2979,100000,buy,2020-08-13,82.0,16.0,,,,,,2.0,1.0212735508606492,12:33:30.404150
2980,200000,buy,2020-08-13,79.0,20.0,,,,,,1.0,1.0214548652589406,12:33:31.769711
2981,500000,buy,2020-08-13,78.0,22.0,,,,,,,1.0219896452462442,12:33:32.677420
2982,1000000,buy,2020-08-13,78.0,22.0,,,,,,,1.0228963474594501,12:33:34.023989
2983,1500000,buy,2020-08-13,77.0,23.0,,,,,,,1.0238683320698192,12:33:34.936697
2984,10000,sell,2020-08-13,5.0,95.0,,,,,,,1.0203577759916498,12:33:35.639471
2985,25000,sell,2020-08-13,48.0,52.0,,,,,,,1.020304282745722,12:33:37.107001
2986,50000,sell,2020-08-13,62.0,38.0,,,,,,,1.020253221951236,12:33:37.819774
2987,100000,sell,2020-08-13,69.0,31.0,,,,,,,1.0201657599821863,12:33:39.134394
2988,200000,sell,2020-08-13,72.0,27.0,,,,,,1.0,1.0199997318084504,12:33:40.447931
2989,500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.019529448302469,12:33:41.875475
2990,1000000,sell,2020-08-13,72.0,24.0,,,,,,4.0,1.0188075906853327,12:33:42.765188
2991,1500000,sell,2020-08-13,74.0,24.0,,,,,,2.0,1.018105092423076,12:33:44.655584
2992,10000,buy,2020-08-13,88.0,,,,,,2.0,10.0,1.0209380142622024,12:34:46.020408
2993,25000,buy,2020-08-13,95.0,,,,,,1.0,4.0,1.0210850158852602,12:34:46.712943
2994,50000,buy,2020-08-13,90.0,8.0,,,,,,2.0,1.021177641382044,12:34:48.061265
2995,100000,buy,2020-08-13,83.0,16.0,,,,,,1.0,1.0212828537830254,12:34:49.395148
2996,200000,buy,2020-08-13,79.0,20.0,,,,,,1.0,1.0214686612955177,12:34:50.193918
2997,500000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.0219831508592958,12:34:51.543918
2998,1000000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.0228796111122522,12:34:52.811139
2999,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.023816724480776,12:34:53.637207
3000,10000,sell,2020-08-13,5.0,95.0,,,,,,,1.0203577754386108,12:34:54.547292
3001,25000,sell,2020-08-13,48.0,52.0,,,,,,,1.0203042824436694,12:34:55.399876
3002,50000,sell,2020-08-13,62.0,38.0,,,,,,,1.0202532217313325,12:34:56.077695
3003,100000,sell,2020-08-13,69.0,31.0,,,,,,,1.0201657598041296,12:34:57.460966
3004,200000,sell,2020-08-13,72.0,27.0,,,,,,1.0,1.0199997316555642,12:34:58.699722
3005,500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.019529448171935,12:34:59.405697
3006,1000000,sell,2020-08-13,72.0,24.0,,,,,,4.0,1.0188075903623477,12:35:00.340945
3007,1500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.0181081838412034,12:35:01.902755
3008,10000,buy,2020-08-13,78.0,,,,,,2.0,20.0,1.0208860086773988,12:36:03.778776
3009,25000,buy,2020-08-13,91.0,,,,,,1.0,8.0,1.0210684521140287,12:36:04.597966
3010,50000,buy,2020-08-13,87.0,9.0,,,,,,4.0,1.0211723097059164,12:36:05.441026
3011,100000,buy,2020-08-13,82.0,16.0,,,,,,2.0,1.0212829309042246,12:36:06.268944
3012,200000,buy,2020-08-13,79.0,20.0,,,,,,1.0,1.0214639530596297,12:36:07.878040
3013,500000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.0219921610209974,12:36:09.224546
3014,1000000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.0228887664534498,12:36:10.539323
3015,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.0238261642833786,12:36:11.327830
3016,10000,sell,2020-08-13,11.0,89.0,,,,,,,1.0203586845652597,12:36:12.099278
3017,25000,sell,2020-08-13,50.0,50.0,,,,,,,1.0203098492505018,12:36:13.440097
3018,50000,sell,2020-08-13,63.0,37.0,,,,,,,1.0202603266617367,12:36:14.811630
3019,100000,sell,2020-08-13,70.0,30.0,,,,,,,1.0201736234730288,12:36:15.586614
3020,200000,sell,2020-08-13,73.0,27.0,,,,,,,1.0200078318288996,12:36:16.826575
3021,500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.019533707946053,12:36:18.131735
3022,1000000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.018806359199752,12:36:18.829824
3023,1500000,sell,2020-08-13,74.0,24.0,,,,,,2.0,1.0181100800449474,12:36:19.608171
3024,10000,buy,2020-08-13,80.0,,,,,,,20.0,1.0209038506312902,12:37:20.412173
3025,25000,buy,2020-08-13,92.0,,,,,,,8.0,1.0210753437572493,12:37:21.168188
3026,50000,buy,2020-08-13,87.0,9.0,,,,,,4.0,1.021171712341845,12:37:22.479221
3027,100000,buy,2020-08-13,82.0,16.0,,,,,,2.0,1.021282351279574,12:37:23.986298
3028,200000,buy,2020-08-13,79.0,20.0,,,,,,1.0,1.0214633815784722,12:37:24.875933
3029,500000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.0219937734163023,12:37:26.112849
3030,1000000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.022893423430454,12:37:26.671854
3031,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.0238385013760636,12:37:28.059907
3032,10000,sell,2020-08-13,11.0,89.0,,,,,,,1.0203584420948901,12:37:29.445835
3033,25000,sell,2020-08-13,50.0,50.0,,,,,,,1.0203094227951095,12:37:30.184802
3034,50000,sell,2020-08-13,63.0,37.0,,,,,,,1.0202598398183753,12:37:31.411758
3035,100000,sell,2020-08-13,70.0,30.0,,,,,,,1.0201731056166587,12:37:32.699700
3036,200000,sell,2020-08-13,72.0,27.0,,,,,,1.0,1.0200086788156137,12:37:33.957172
3037,500000,sell,2020-08-13,72.0,24.0,,,,,,4.0,1.0195496371430783,12:37:35.394045
3038,1000000,sell,2020-08-13,72.0,24.0,,,,,,4.0,1.018836307808204,12:37:36.608124
3039,1500000,sell,2020-08-13,73.0,24.0,,,,,,3.0,1.0181296724812525,12:37:37.440864
3040,10000,buy,2020-08-13,80.0,,,,,,,20.0,1.0209038506312902,12:38:38.439324
3041,25000,buy,2020-08-13,92.0,,,,,,,8.0,1.0210753437572493,12:38:39.751903
3042,50000,buy,2020-08-13,87.0,9.0,,,,,,4.0,1.021171712189262,12:38:41.006502
3043,100000,buy,2020-08-13,82.0,16.0,,,,,,2.0,1.0212823510063262,12:38:42.399055
3044,200000,buy,2020-08-13,79.0,20.0,,,,,,1.0,1.0214633812238736,12:38:43.700640
3045,500000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.0219937730082482,12:38:44.425407
3046,1000000,buy,2020-08-13,77.0,22.0,,,,,,1.0,1.0228934229914668,12:38:45.712994
3047,1500000,buy,2020-08-13,76.0,22.0,,,,,,2.0,1.0238385009024915,12:38:46.697679
3048,10000,sell,2020-08-13,,100.0,,,,,,,1.020357354073271,12:38:47.951278
3049,25000,sell,2020-08-13,43.0,57.0,,,,,,,1.0202946046845225,12:38:48.787010
3050,50000,sell,2020-08-13,60.0,40.0,,,,,,,1.0202403689899093,12:38:51.529132
3051,100000,sell,2020-08-13,68.0,32.0,,,,,,,1.0201513817629635,12:38:52.578795
3052,200000,sell,2020-08-13,72.0,28.0,,,,,,,1.0199845994760535,12:38:53.334553
3053,500000,sell,2020-08-13,74.0,25.0,,,,,,1.0,1.0195054449369747,12:38:54.482185
3054,1000000,sell,2020-08-13,74.0,25.0,,,,,,1.0,1.018760543624748,12:38:55.292927
3055,1500000,sell,2020-08-13,74.0,25.0,,,,,,1.0,1.0180481138755002,12:38:56.028693
3056,10000,buy,2020-08-13,80.0,,,,,,,20.0,1.0209252068333279,12:39:57.467162
3057,25000,buy,2020-08-13,91.0,1.0,,,,,,8.0,1.0210999334843847,12:39:58.763549
