,amount,buy_or_sell,date,liquidity_curve_susd,liquidity_curvefi,liquidity_kyber,liquidity_mstable,liquidity_oasis,liquidity_uniswap,liquidity_uniswap_v2,liquidity_zero_x,price,time
8987,100000,sell,2020-08-14,52.0,,,,,1.0,2.0,45.0,1.005765089956414,23:12:05.919297
8988,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.005481400356598,23:12:06.650040
8989,500000,sell,2020-08-14,85.0,,,,4.0,,2.0,9.0,1.005243715861603,23:12:07.420757
8990,1000000,sell,2020-08-14,71.0,14.0,,,10.0,,1.0,4.0,1.005077948792489,23:12:08.218236
8991,1500000,sell,2020-08-14,60.0,30.0,,,6.0,,1.0,3.0,1.0049690175054626,23:12:08.953638
8992,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0053650611604494,23:12:12.674220
8993,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0056036933299277,23:12:13.951325
8994,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0056557487757511,23:12:14.714860
8995,100000,buy,2020-08-14,,100.0,,,,,,,1.0057129542564254,23:12:15.886063
8996,200000,buy,2020-08-14,,100.0,,,,,,,1.0057327992702052,23:12:16.606921
8997,500000,buy,2020-08-14,,100.0,,,,,,,1.0057932118895734,23:12:17.858898
8998,1000000,buy,2020-08-14,3.0,97.0,,,,,,,1.005896363833762,23:12:19.188364
8999,1500000,buy,2020-08-14,16.0,84.0,,,,,,,1.0059838101736758,23:12:19.939086
9000,10000,sell,2020-08-14,,,42.0,,,,18.0,40.0,1.0096400632223816,23:12:20.734774
9001,25000,sell,2020-08-14,,,,,,,8.0,92.0,1.0072577637490887,23:12:22.004232
9002,50000,sell,2020-08-14,45.0,,,,,,4.0,51.0,1.0062767597736175,23:12:23.180855
9003,100000,sell,2020-08-14,53.0,,,,,,2.0,45.0,1.0057629836089497,23:12:23.957982
9004,200000,sell,2020-08-14,74.0,,,,,,4.0,22.0,1.005511976750279,23:12:24.732872
9005,500000,sell,2020-08-14,85.0,,,,4.0,,2.0,9.0,1.0052553757639675,23:12:25.615850
9006,1000000,sell,2020-08-14,71.0,14.0,,,10.0,,1.0,4.0,1.005084528642333,23:12:27.121009
9007,1500000,sell,2020-08-14,60.0,30.0,,,6.0,,1.0,3.0,1.0049752867994077,23:12:27.891913
9008,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0053650610826752,23:12:29.998743
9009,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0056036932478407,23:12:31.292683
9010,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0056557486926643,23:12:32.014886
9011,100000,buy,2020-08-14,,100.0,,,,,,,1.0057125957518935,23:12:33.424359
9012,200000,buy,2020-08-14,,100.0,,,,,,,1.0057324386703461,23:12:34.527853
9013,500000,buy,2020-08-14,,100.0,,,,,,,1.0057928448762934,23:12:35.858216
9014,1000000,buy,2020-08-14,3.0,97.0,,,,,,,1.0058960694351837,23:12:37.121149
9015,1500000,buy,2020-08-14,16.0,84.0,,,,,,,1.0059838710637294,23:12:38.441420
9016,10000,sell,2020-08-14,,,42.0,,,,18.0,40.0,1.0096400632223816,23:12:39.176469
9017,25000,sell,2020-08-14,,,,,,2.0,8.0,90.0,1.0072991806038196,23:12:40.041013
9018,50000,sell,2020-08-14,45.0,,,,,1.0,4.0,50.0,1.0063035852138242,23:12:41.396311
9019,100000,sell,2020-08-14,52.0,,,,,1.0,2.0,45.0,1.0057737632610892,23:12:42.664787
9020,200000,sell,2020-08-14,76.0,,,,,,4.0,20.0,1.0053940993615837,23:12:43.399018
9021,500000,sell,2020-08-14,86.0,,,,4.0,,2.0,8.0,1.0052064895034025,23:12:44.705198
9022,1000000,sell,2020-08-14,71.0,14.0,,,10.0,,1.0,4.0,1.0050619477697957,23:12:45.882060
9023,1500000,sell,2020-08-14,61.0,30.0,,,6.0,,1.0,2.0,1.004955084083313,23:12:46.732670
9024,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0053647296359767,23:13:10.010448
9025,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.005603343448135,23:13:11.464966
9026,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0056553947775775,23:13:12.403622
9027,100000,buy,2020-08-14,,100.0,,,,,,,1.005712595682359,23:13:13.195330
9028,200000,buy,2020-08-14,,100.0,,,,,,,1.0057324386002906,23:13:14.431412
9029,500000,buy,2020-08-14,,100.0,,,,,,,1.0057928448046394,23:13:15.794412
9030,1000000,buy,2020-08-14,,100.0,,,,,,,1.005896545129537,23:13:17.084255
9031,1500000,buy,2020-08-14,14.0,86.0,,,,,,,1.005989028960361,23:13:17.708257
9032,10000,sell,2020-08-14,,,,,,,31.0,69.0,1.009109874581544,23:13:18.512341
9033,25000,sell,2020-08-14,35.0,,,,,,13.0,52.0,1.0069315633539537,23:13:19.420324
9034,50000,sell,2020-08-14,68.0,,,,,,6.0,26.0,1.0061102803201294,23:13:20.019605
9035,100000,sell,2020-08-14,81.0,,,,,,3.0,16.0,1.0056896708050134,23:13:21.353425
9036,200000,sell,2020-08-14,95.0,,,,,,2.0,3.0,1.0054268178611012,23:13:22.061054
9037,500000,sell,2020-08-14,97.0,,,,1.0,,1.0,1.0,1.0052108134582454,23:13:22.686308
9038,1000000,sell,2020-08-14,76.0,13.0,,,10.0,,,1.0,1.0050390641560416,23:13:23.429718
9039,1500000,sell,2020-08-14,64.0,30.0,,,6.0,,,,1.0049468426702115,23:13:24.609435
9040,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0053647295601154,23:13:29.061884
9041,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0056033434296578,23:13:29.801158
9042,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0056553947588756,23:13:31.048815
9043,100000,buy,2020-08-14,,100.0,,,,,,,1.005712595663395,23:13:32.396621
9044,200000,buy,2020-08-14,,100.0,,,,,,,1.0057324385811846,23:13:33.130441
9045,500000,buy,2020-08-14,,100.0,,,,,,,1.0057928447850975,23:13:34.466603
9046,1000000,buy,2020-08-14,,100.0,,,,,,,1.0058965451092354,23:13:35.831671
9047,1500000,buy,2020-08-14,14.0,86.0,,,,,,,1.0059890289425044,23:13:36.473595
9048,10000,sell,2020-08-14,35.0,,,,,,5.0,60.0,1.0059999355911535,23:13:37.138157
9049,25000,sell,2020-08-14,74.0,,,,,,2.0,24.0,1.0055794388206019,23:13:37.893757
9050,50000,sell,2020-08-14,87.0,,,,,,1.0,12.0,1.0054329983549586,23:13:38.590602
9051,100000,sell,2020-08-14,94.0,,,,,,,6.0,1.0053407181679768,23:13:39.380023
9052,200000,sell,2020-08-14,97.0,,,,,,,3.0,1.0052783203044517,23:13:39.942124
9053,500000,sell,2020-08-14,97.0,,,,2.0,,,1.0,1.0051653926630364,23:13:40.688130
9054,1000000,sell,2020-08-14,76.0,13.0,,,10.0,,,1.0,1.0050390641536202,23:13:41.889921
9055,1500000,sell,2020-08-14,64.0,30.0,,,6.0,,,,1.0049468426647545,23:13:43.164081
9056,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0053647295601154,23:13:47.764873
9057,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0056033434296578,23:13:48.617631
9058,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0056553947588756,23:13:49.236927
9059,100000,buy,2020-08-14,,100.0,,,,,,,1.005712595663395,23:13:50.408978
9060,200000,buy,2020-08-14,,100.0,,,,,,,1.0057324385811846,23:13:51.050824
9061,500000,buy,2020-08-14,,100.0,,,,,,,1.0057928447850975,23:13:52.346698
9062,1000000,buy,2020-08-14,,100.0,,,,,,,1.0058965451092354,23:13:53.817612
9063,1500000,buy,2020-08-14,14.0,86.0,,,,,,,1.0059890289425044,23:13:54.741510
9064,10000,sell,2020-08-14,35.0,,,,,,5.0,60.0,1.0059999355911535,23:13:55.468278
9065,25000,sell,2020-08-14,74.0,,,,,,2.0,24.0,1.0055794388206019,23:13:56.600289
9066,50000,sell,2020-08-14,87.0,,,,,,1.0,12.0,1.0054708941912143,23:13:57.441969
9067,100000,sell,2020-08-14,92.0,,,,,,2.0,6.0,1.0054501082312393,23:13:58.903829
9068,200000,sell,2020-08-14,96.0,,,,,,1.0,3.0,1.0053552731912079,23:14:00.427147
9069,500000,sell,2020-08-14,99.0,,,,,,,1.0,1.0052079303603032,23:14:01.223836
9070,1000000,sell,2020-08-14,80.0,9.0,,,10.0,,,1.0,1.0050724365418455,23:14:02.772333
9071,1500000,sell,2020-08-14,67.0,27.0,,,6.0,,,,1.0049747123153832,23:14:03.595112
9072,10000,buy,2020-08-14,,87.0,,7.0,,6.0,,,1.0052600004472463,23:14:26.042679
9073,25000,buy,2020-08-14,,96.0,,2.0,,2.0,,,1.005561801338308,23:14:26.613409
9074,50000,buy,2020-08-14,,98.0,,1.0,,1.0,,,1.005634522597776,23:14:27.348690
9075,100000,buy,2020-08-14,,99.0,,,,1.0,,,1.0057077393392817,23:14:28.725169
9076,200000,buy,2020-08-14,,100.0,,,,,,,1.005732438547218,23:14:29.437120
9077,500000,buy,2020-08-14,,100.0,,,,,,,1.0057928447503561,23:14:30.790064
9078,1000000,buy,2020-08-14,,100.0,,,,,,,1.0058965450731436,23:14:31.897750
9079,1500000,buy,2020-08-14,11.0,89.0,,,,,,,1.0059944140678565,23:14:32.541696
9080,10000,sell,2020-08-14,,,58.0,,,,12.0,30.0,1.0094760834653078,23:14:33.901629
9081,25000,sell,2020-08-14,,,,,,,6.0,94.0,1.0070432499942106,23:14:35.348705
9082,50000,sell,2020-08-14,7.0,,,,,,3.0,90.0,1.0061648491577058,23:14:36.222382
9083,100000,sell,2020-08-14,73.0,,,,,,2.0,25.0,1.0057229679071458,23:14:36.755200
9084,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054808704030178,23:14:37.986395
9085,500000,sell,2020-08-14,90.0,,,,,,1.0,9.0,1.005251839458336,23:14:38.838592
9086,1000000,sell,2020-08-14,75.0,11.0,,,10.0,,,4.0,1.0050890952310827,23:14:39.479532
9087,1500000,sell,2020-08-14,63.0,28.0,,,6.0,,,3.0,1.0049880609597333,23:14:40.057975
9088,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.005364729464803,23:14:44.045522
9089,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0056033433290603,23:14:44.751256
9090,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0056553946570528,23:14:45.428867
9091,100000,buy,2020-08-14,,100.0,,,,,,,1.0057125955601465,23:14:46.717362
9092,200000,buy,2020-08-14,,100.0,,,,,,,1.0057324384771622,23:14:47.450499
9093,500000,buy,2020-08-14,,100.0,,,,,,,1.0057928446787023,23:14:48.705383
9094,1000000,buy,2020-08-14,,100.0,,,,,,,1.0058965449987043,23:14:49.865346
9095,1500000,buy,2020-08-14,14.0,86.0,,,,,,,1.0059890288452846,23:14:50.600365
9096,10000,sell,2020-08-14,,,48.0,,,,12.0,40.0,1.0094000898368714,23:14:51.278117
9097,25000,sell,2020-08-14,,,,,,,6.0,94.0,1.0070432499942106,23:14:52.544723
9098,50000,sell,2020-08-14,47.0,,,,,,3.0,50.0,1.006181824493826,23:14:53.679533
9099,100000,sell,2020-08-14,73.0,,,,,,2.0,25.0,1.0057229679071458,23:14:54.747126
9100,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054808704030178,23:14:55.452636
9101,500000,sell,2020-08-14,91.0,,,,,,,9.0,1.0052480896566531,23:14:56.694701
9102,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.005111576984487,23:14:58.075395
9103,1500000,sell,2020-08-14,55.0,36.0,,,6.0,,,3.0,1.005028665763123,23:14:59.330540
9104,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.005485517571094,23:15:04.833545
9105,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0057307950782952,23:15:05.769694
9106,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.005784340924297,23:15:07.309194
9107,100000,buy,2020-08-14,,100.0,,,,,,,1.0058432289879908,23:15:08.576678
9108,200000,buy,2020-08-14,,100.0,,,,,,,1.0058638145666707,23:15:09.751007
9109,500000,buy,2020-08-14,,100.0,,,,,,,1.005926493505676,23:15:10.644664
9110,1000000,buy,2020-08-14,13.0,87.0,,,,,,,1.006024699033842,23:15:11.955022
9111,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.006103052404278,23:15:12.711025
9112,10000,sell,2020-08-14,,,,,,,14.0,86.0,1.0089314224103345,23:15:13.389991
9113,25000,sell,2020-08-14,,,,,,,6.0,94.0,1.0070432499942106,23:15:14.185751
9114,50000,sell,2020-08-14,47.0,,,,,,3.0,50.0,1.006181824493826,23:15:15.944299
9115,100000,sell,2020-08-14,73.0,,,,,,2.0,25.0,1.0057229679071458,23:15:17.192314
9116,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054808704030178,23:15:18.397106
9117,500000,sell,2020-08-14,90.0,,,,,,1.0,9.0,1.005251839458336,23:15:18.987678
9118,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.0051115769751713,23:15:19.633350
9119,1500000,sell,2020-08-14,55.0,36.0,,,6.0,,,3.0,1.0050286657494576,23:15:20.851563
9120,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0054855174893513,23:15:41.578333
9121,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0057307949920185,23:15:43.204442
9122,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057843408369682,23:15:44.440998
9123,100000,buy,2020-08-14,,100.0,,,,,,,1.005843228899437,23:15:44.954922
9124,200000,buy,2020-08-14,,100.0,,,,,,,1.005863814477449,23:15:45.695265
9125,500000,buy,2020-08-14,,100.0,,,,,,,1.0059264934144054,23:15:46.371325
9126,1000000,buy,2020-08-14,13.0,87.0,,,,,,,1.0060246989521504,23:15:46.931188
9127,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061030523303587,23:15:48.500491
9128,10000,sell,2020-08-14,,,,,,,14.0,86.0,1.0089314224103345,23:15:49.720542
9129,25000,sell,2020-08-14,,,,,,,6.0,94.0,1.0070432499942106,23:15:50.335719
9130,50000,sell,2020-08-14,47.0,,,,,,3.0,50.0,1.006181824493826,23:15:51.000424
9131,100000,sell,2020-08-14,73.0,,,,,,2.0,25.0,1.0057229679071458,23:15:52.281516
9132,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054808704030178,23:15:53.525773
9133,500000,sell,2020-08-14,91.0,,,,,,,9.0,1.0052480896566531,23:15:54.542045
9134,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.0051115769637855,23:15:55.211313
9135,1500000,sell,2020-08-14,55.0,36.0,,,6.0,,,3.0,1.0050286657327554,23:15:55.783620
9136,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0054855174893513,23:16:00.435156
9137,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0057307949920185,23:16:01.599497
9138,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057843408369682,23:16:02.715208
9139,100000,buy,2020-08-14,,100.0,,,,,,,1.005843228899437,23:16:04.200330
9140,200000,buy,2020-08-14,,100.0,,,,,,,1.005863814477449,23:16:05.592261
9141,500000,buy,2020-08-14,,100.0,,,,,,,1.0059264934144054,23:16:06.909648
9142,1000000,buy,2020-08-14,13.0,87.0,,,,,,,1.0060246989521504,23:16:07.836979
9143,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061030523303587,23:16:09.220760
9144,10000,sell,2020-08-14,,,,,,,14.0,86.0,1.0089314224103345,23:16:10.570558
9145,25000,sell,2020-08-14,,,,,,,6.0,94.0,1.0070432499942106,23:16:11.351372
9146,50000,sell,2020-08-14,47.0,,,,,,3.0,50.0,1.006181824493826,23:16:12.073506
9147,100000,sell,2020-08-14,73.0,,,,,,2.0,25.0,1.0057229679071458,23:16:12.888437
9148,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054808704030178,23:16:13.698244
9149,500000,sell,2020-08-14,91.0,,,,,,,9.0,1.0052480896566531,23:16:14.969199
9150,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.0051115769544698,23:16:16.256969
9151,1500000,sell,2020-08-14,55.0,36.0,,,6.0,,,3.0,1.0050286657190899,23:16:16.988072
9152,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0054855174525672,23:16:22.342896
9153,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.005730794953194,23:16:23.826798
9154,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057843407976705,23:16:25.002052
9155,100000,buy,2020-08-14,,100.0,,,,,,,1.0058432288595875,23:16:25.797182
9156,200000,buy,2020-08-14,,100.0,,,,,,,1.0058638144372993,23:16:26.576270
9157,500000,buy,2020-08-14,,100.0,,,,,,,1.0059264933733336,23:16:27.255119
9158,1000000,buy,2020-08-14,13.0,87.0,,,,,,,1.0060246989153894,23:16:28.424277
9159,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061030522970946,23:16:29.756632
9160,10000,sell,2020-08-14,,,,,,,14.0,86.0,1.0089314224103345,23:16:30.337802
9161,25000,sell,2020-08-14,,,,,,,6.0,94.0,1.0070432499942106,23:16:31.007329
9162,50000,sell,2020-08-14,47.0,,,,,,3.0,50.0,1.006181824493826,23:16:32.328829
9163,100000,sell,2020-08-14,73.0,,,,,,2.0,25.0,1.0057229679071458,23:16:33.557613
9164,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054808704030178,23:16:34.984581
9165,500000,sell,2020-08-14,91.0,,,,,,,9.0,1.0052480896566531,23:16:35.527786
9166,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.0051115769544698,23:16:36.531616
9167,1500000,sell,2020-08-14,55.0,36.0,,,6.0,,,3.0,1.0050286657190899,23:16:37.654418
9168,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0054855173197357,23:16:56.692276
9169,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0057307948129943,23:16:57.446453
9170,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.005784340655761,23:16:58.724283
9171,100000,buy,2020-08-14,,100.0,,,,,,,1.0058432287156875,23:16:59.281083
9172,200000,buy,2020-08-14,,100.0,,,,,,,1.0058638142700078,23:16:59.933131
9173,500000,buy,2020-08-14,,100.0,,,,,,,1.0059264932022005,23:17:01.218993
9174,1000000,buy,2020-08-14,13.0,87.0,,,,,,,1.0060243613443696,23:17:02.606314
9175,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061024540428454,23:17:03.258047
9176,10000,sell,2020-08-14,,,,,,,10.0,90.0,1.0086903377583765,23:17:04.683306
9177,25000,sell,2020-08-14,,,,,,,5.0,95.0,1.0069372931858953,23:17:05.948689
9178,50000,sell,2020-08-14,48.0,,,,,,2.0,50.0,1.0061219263840144,23:17:07.265815
9179,100000,sell,2020-08-14,74.0,,,,,,1.0,25.0,1.0056973073142366,23:17:08.123348
9180,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054590467228741,23:17:08.880262
9181,500000,sell,2020-08-14,91.0,,,,,,,9.0,1.0052457407934525,23:17:09.770157
9182,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.005109978724375,23:17:10.440161
9183,1500000,sell,2020-08-14,55.0,36.0,,,6.0,,,3.0,1.005027250182764,23:17:11.667171
9184,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0054864715689167,23:17:18.289535
9185,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0057318014215981,23:17:19.577741
9186,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057853585843937,23:17:20.418982
9187,100000,buy,2020-08-14,,100.0,,,,,,,1.0058442589707037,23:17:21.689334
9188,200000,buy,2020-08-14,,100.0,,,,,,,1.0058648484199613,23:17:22.856926
9189,500000,buy,2020-08-14,,100.0,,,,,,,1.0059275391419686,23:17:24.060177
9190,1000000,buy,2020-08-14,14.0,86.0,,,,,,,1.0060252765520066,23:17:25.318159
9191,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061032800081176,23:17:25.969253
9192,10000,sell,2020-08-14,,,,,,,10.0,90.0,1.0086903377583765,23:17:26.589045
9193,25000,sell,2020-08-14,,,,,,,5.0,95.0,1.0069372931858953,23:17:27.888187
9194,50000,sell,2020-08-14,53.0,,,,,,2.0,45.0,1.0060586150708288,23:17:29.188811
9195,100000,sell,2020-08-14,76.0,,,,,,1.0,23.0,1.005664865963075,23:17:30.297301
9196,200000,sell,2020-08-14,78.0,,,,,,1.0,21.0,1.0054423266738937,23:17:30.882543
9197,500000,sell,2020-08-14,92.0,,,,,,,8.0,1.0052368923297041,23:17:32.184123
9198,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.0051069759119922,23:17:32.941270
9199,1500000,sell,2020-08-14,54.0,37.0,,,6.0,,,3.0,1.0050240785122038,23:17:34.022349
9200,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0054864715689167,23:17:38.384394
9201,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0057318014215981,23:17:39.079791
9202,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057853585843937,23:17:40.333164
9203,100000,buy,2020-08-14,,100.0,,,,,,,1.0058442589707037,23:17:41.667506
9204,200000,buy,2020-08-14,,100.0,,,,,,,1.0058648484199613,23:17:42.929965
9205,500000,buy,2020-08-14,,100.0,,,,,,,1.0059275391419686,23:17:44.167448
9206,1000000,buy,2020-08-14,14.0,86.0,,,,,,,1.0060252765520066,23:17:44.767064
9207,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061032800081176,23:17:45.538265
9208,10000,sell,2020-08-14,,,,,,,12.0,88.0,1.0085077244985485,23:17:47.008391
9209,25000,sell,2020-08-14,5.0,,,,,,5.0,90.0,1.0068291517921883,23:17:48.164403
9210,50000,sell,2020-08-14,53.0,,,,,,2.0,45.0,1.0060586150708288,23:17:49.422676
9211,100000,sell,2020-08-14,76.0,,,,,,1.0,23.0,1.005664865963075,23:17:50.166629
9212,200000,sell,2020-08-14,78.0,,,,,,1.0,21.0,1.0054423266738937,23:17:51.521855
9213,500000,sell,2020-08-14,92.0,,,,,,,8.0,1.0052368923297041,23:17:52.721253
9214,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.005104033411992,23:17:53.443838
9215,1500000,sell,2020-08-14,55.0,37.0,,,6.0,,,2.0,1.0050189543421337,23:17:54.937509
9216,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.005486471544388,23:18:12.642283
9217,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.005731801395709,23:18:13.999286
9218,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057853585581886,23:18:15.117445
9219,100000,buy,2020-08-14,,100.0,,,,,,,1.0058442589441312,23:18:15.911342
9220,200000,buy,2020-08-14,,100.0,,,,,,,1.0058648483931885,23:18:16.678305
9221,500000,buy,2020-08-14,,100.0,,,,,,,1.0059275391145812,23:18:17.954313
9222,1000000,buy,2020-08-14,14.0,86.0,,,,,,,1.0060252765277937,23:18:18.701546
9223,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061032799859364,23:18:19.956023
9224,10000,sell,2020-08-14,,,,,,,12.0,88.0,1.0085670994985485,23:18:20.518573
9225,25000,sell,2020-08-14,5.0,,,,,,5.0,90.0,1.0068529017921883,23:18:21.755955
9226,50000,sell,2020-08-14,53.0,,,,,,2.0,45.0,1.0060704900708288,23:18:22.964329
9227,100000,sell,2020-08-14,76.0,,,,,,1.0,23.0,1.0056708034630748,23:18:23.884813
9228,200000,sell,2020-08-14,78.0,,,,,,1.0,21.0,1.0054452954238935,23:18:24.640909
9229,500000,sell,2020-08-14,92.0,,,,,,,8.0,1.005238079829704,23:18:25.835552
9230,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.00510756965578,23:18:26.419521
9231,1500000,sell,2020-08-14,54.0,37.0,,,6.0,,,3.0,1.0050244743361818,23:18:27.616579
9232,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.005486471544388,23:18:35.574314
9233,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.005731801395709,23:18:36.635679
9234,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057853585581886,23:18:37.378463
9235,100000,buy,2020-08-14,,100.0,,,,,,,1.0058442589441312,23:18:38.712694
9236,200000,buy,2020-08-14,,100.0,,,,,,,1.0058648483931885,23:18:39.588282
9237,500000,buy,2020-08-14,,100.0,,,,,,,1.0059275391145812,23:18:40.347647
9238,1000000,buy,2020-08-14,14.0,86.0,,,,,,,1.0060252765277937,23:18:41.659716
9239,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061032799859364,23:18:42.198759
9240,10000,sell,2020-08-14,,,,,,,10.0,90.0,1.0088195627583765,23:18:43.612308
9241,25000,sell,2020-08-14,,,,,,,5.0,95.0,1.0069889831858954,23:18:44.765034
9242,50000,sell,2020-08-14,48.0,,,,,,2.0,50.0,1.0061477713840143,23:18:45.642692
9243,100000,sell,2020-08-14,74.0,,,,,,1.0,25.0,1.0057102298142364,23:18:47.094745
9244,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054655079728743,23:18:48.426810
9245,500000,sell,2020-08-14,91.0,,,,,,,9.0,1.0052483252934525,23:18:49.851751
9246,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.00511151490578,23:18:50.428652
9247,1500000,sell,2020-08-14,54.0,37.0,,,6.0,,,3.0,1.005028481819515,23:18:51.589915
9248,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.005486471544388,23:18:56.369027
9249,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.005731801395709,23:18:57.134499
9250,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0057853585581886,23:18:58.273937
9251,100000,buy,2020-08-14,,100.0,,,,,,,1.0058442589441312,23:18:59.551436
9252,200000,buy,2020-08-14,,100.0,,,,,,,1.0058648483931885,23:19:00.878722
9253,500000,buy,2020-08-14,,100.0,,,,,,,1.0059275391145812,23:19:01.733319
9254,1000000,buy,2020-08-14,14.0,86.0,,,,,,,1.0060252765277937,23:19:03.075401
9255,1500000,buy,2020-08-14,23.0,77.0,,,,,,,1.0061032799859364,23:19:04.055010
9256,10000,sell,2020-08-14,,,,,,,10.0,90.0,1.0088195627583765,23:19:05.335783
9257,25000,sell,2020-08-14,,,,,,,5.0,95.0,1.0069889831858954,23:19:06.296265
9258,50000,sell,2020-08-14,48.0,,,,,,2.0,50.0,1.0061477713840143,23:19:07.613767
9259,100000,sell,2020-08-14,74.0,,,,,,1.0,25.0,1.0057102298142364,23:19:08.818062
9260,200000,sell,2020-08-14,77.0,,,,,,1.0,22.0,1.0054655079728743,23:19:09.850341
9261,500000,sell,2020-08-14,91.0,,,,,,,9.0,1.0052483252934525,23:19:10.523544
9262,1000000,sell,2020-08-14,62.0,24.0,,,10.0,,,4.0,1.00511151490578,23:19:11.769580
9263,1500000,sell,2020-08-14,54.0,37.0,,,6.0,,,3.0,1.005028481819515,23:19:12.353379
9264,10000,buy,2020-08-14,,93.0,,7.0,,,,,1.0051988084002756,23:19:29.160429
9265,25000,buy,2020-08-14,,98.0,,2.0,,,,,1.0054282297806736,23:19:30.485502
9266,50000,buy,2020-08-14,,99.0,,1.0,,,,,1.0054781589240636,23:19:31.259882
9267,100000,buy,2020-08-14,,100.0,,,,,,,1.0055328993978192,23:19:32.617616
9268,200000,buy,2020-08-14,,100.0,,,,,,,1.0055514374372518,23:19:33.872138
9269,500000,buy,2020-08-14,,100.0,,,,,,,1.0056078436463896,23:19:34.603094
