,amount,buy_or_sell,date,liquidity_curve_susd,liquidity_curvefi,liquidity_kyber,liquidity_oasis,liquidity_uniswap,liquidity_uniswap_v2,liquidity_zero_x,price,time
257,25000,buy,2020-08-10,9.0,90.0,,,,1.0,,1.0178045519536518,16:48:43.230989
258,50000,buy,2020-08-10,31.0,68.0,,,,1.0,,1.0178854358659426,16:48:44.083716
259,100000,buy,2020-08-10,43.0,57.0,,,,,,1.0179990750681607,16:48:45.206356
260,200000,buy,2020-08-10,49.0,51.0,,,,,,1.0182073697214697,16:48:46.447958
261,500000,buy,2020-08-10,51.0,47.0,,,,,2.0,1.018837572032079,16:48:47.104747
262,1000000,buy,2020-08-10,53.0,46.0,,,,,1.0,1.019966272637976,16:48:47.893495
263,1500000,buy,2020-08-10,54.0,45.0,,,,,1.0,1.0212295469458523,16:48:48.702234
264,10000,sell,2020-08-10,100.0,,,,,,,1.01703919160695,16:48:50.005816
265,25000,sell,2020-08-10,98.0,2.0,,,,,,1.0169836680993276,16:48:50.661607
266,50000,sell,2020-08-10,76.0,24.0,,,,,,1.0169146130851334,16:48:51.944197
267,100000,sell,2020-08-10,64.0,35.0,,,,,1.0,1.0168074903633302,16:48:53.126817
268,200000,sell,2020-08-10,59.0,41.0,,,,,,1.0166063096482947,16:48:54.491380
269,500000,sell,2020-08-10,56.0,44.0,,,,,,1.0160408732583954,16:48:55.866938
270,1000000,sell,2020-08-10,54.0,46.0,,,,,,1.0151703162891814,16:48:57.161522
271,1500000,sell,2020-08-10,52.0,46.0,,2.0,,,,1.0143925676420684,16:48:58.423167
272,10000,buy,2020-08-10,,97.0,,,,3.0,,1.0177222621360038,16:50:30.519189
273,25000,buy,2020-08-10,9.0,90.0,,,,1.0,,1.017804549335987,16:50:31.493104
274,50000,buy,2020-08-10,31.0,68.0,,,,1.0,,1.017885433878215,16:50:32.766661
275,100000,buy,2020-08-10,43.0,57.0,,,,,,1.0179990733852817,16:50:33.594404
276,200000,buy,2020-08-10,49.0,51.0,,,,,,1.018207368185864,16:50:34.980750
277,500000,buy,2020-08-10,51.0,47.0,,,,,2.0,1.0188340476013638,16:50:36.448902
278,1000000,buy,2020-08-10,53.0,45.0,,,,,2.0,1.0199543198847556,16:50:37.903186
279,1500000,buy,2020-08-10,54.0,45.0,,,,,1.0,1.0212192511082903,16:50:39.172062
280,10000,sell,2020-08-10,100.0,,,,,,,1.01703919160695,16:50:40.376009
281,25000,sell,2020-08-10,98.0,2.0,,,,,,1.0169836680225888,16:50:41.206484
282,50000,sell,2020-08-10,76.0,24.0,,,,,,1.0169146121688986,16:50:41.988528
283,100000,sell,2020-08-10,64.0,35.0,,,,,1.0,1.016807489128034,16:50:42.591546
284,200000,sell,2020-08-10,59.0,40.0,,,,,1.0,1.0166075305145268,16:50:43.393215
285,500000,sell,2020-08-10,54.0,42.0,,,,,4.0,1.0160590405218441,16:50:44.620492
286,1000000,sell,2020-08-10,52.0,44.0,,,,,4.0,1.0152384168962685,16:50:45.365277
287,1500000,sell,2020-08-10,51.0,44.0,,2.0,,,3.0,1.0144769905596762,16:50:46.207007
288,10000,buy,2020-08-10,,100.0,,,,,,1.0177570268818175,16:52:14.285470
289,25000,buy,2020-08-10,10.0,90.0,,,,,,1.0178197435974743,16:52:15.113804
290,50000,buy,2020-08-10,32.0,68.0,,,,,,1.0178890633844333,16:52:15.683087
291,100000,buy,2020-08-10,43.0,57.0,,,,,,1.0179990717353913,16:52:16.776774
